date,vehicle_category,maker,electric_vehicles_sold,fiscal_year,quarter
2023-12-01,2-Wheelers,BATTRE ELECTRIC,241,2024,Q3
2023-12-01,2-Wheelers,KINETIC GREEN,660,2024,Q3
2023-12-01,2-Wheelers,REVOLT,673,2024,Q3
2023-12-01,2-Wheelers,OTHERS,7691,2024,Q3
2022-01-01,2-Wheelers,HERO ELECTRIC,8238,2022,Q4
2022-01-01,2-Wheelers,OKINAWA,5737,2022,Q4
2022-01-01,2-Wheelers,AMPERE,4366,2022,Q4
2022-01-01,2-Wheelers,ATHER,1881,2022,Q4
2022-01-01,2-Wheelers,PURE EV,1691,2022,Q4
2022-01-01,2-Wheelers,OLA ELECTRIC,1107,2022,Q4
2022-01-01,2-Wheelers,TVS,1155,2022,Q4
2022-01-01,2-Wheelers,REVOLT,673,2022,Q4
2022-01-01,2-Wheelers,BAJAJ,612,2022,Q4
2022-01-01,2-Wheelers,BEING,1062,2022,Q4
2022-01-01,2-Wheelers,JITENDRA,535,2022,Q4
2022-01-01,2-Wheelers,OTHERS,3065,2022,Q4
2023-01-01,2-Wheelers,OLA ELECTRIC,20148,2023,Q4
2023-01-01,2-Wheelers,OKINAWA,4407,2023,Q4
2023-01-01,2-Wheelers,HERO ELECTRIC,6399,2023,Q4
2023-01-01,2-Wheelers,AMPERE,4456,2023,Q4
2023-01-01,2-Wheelers,TVS,10462,2023,Q4
2023-01-01,2-Wheelers,ATHER,9224,2023,Q4
2023-01-01,2-Wheelers,BAJAJ,2252,2023,Q4
2023-01-01,2-Wheelers,OKAYA EV,1265,2023,Q4
2023-01-01,2-Wheelers,REVOLT,14,2023,Q4
2023-01-01,2-Wheelers,PURE EV,717,2023,Q4
2023-01-01,2-Wheelers,BEING,571,2023,Q4
2023-01-01,2-Wheelers,JITENDRA,522,2023,Q4
2023-01-01,2-Wheelers,OTHERS,4241,2023,Q4
2024-01-01,2-Wheelers,OLA ELECTRIC,32275,2024,Q4
2024-01-01,2-Wheelers,TVS,15153,2024,Q4
2024-01-01,2-Wheelers,ATHER,9244,2024,Q4
2024-01-01,2-Wheelers,BAJAJ,10753,2024,Q4
2024-01-01,2-Wheelers,AMPERE,2505,2024,Q4
2024-01-01,2-Wheelers,OKINAWA,675,2024,Q4
2024-01-01,2-Wheelers,HERO ELECTRIC,413,2024,Q4
2024-01-01,2-Wheelers,OKAYA EV,574,2024,Q4
2024-01-01,2-Wheelers,BGAUSS,1469,2024,Q4
2024-01-01,2-Wheelers,BATTRE ELECTRIC,284,2024,Q4
2024-01-01,2-Wheelers,KINETIC GREEN,810,2024,Q4
2024-01-01,2-Wheelers,REVOLT,524,2024,Q4
2024-01-01,2-Wheelers,OTHERS,6664,2024,Q4
2022-02-01,2-Wheelers,HERO ELECTRIC,7773,2022,Q4
2022-02-01,2-Wheelers,OKINAWA,6122,2022,Q4
2022-02-01,2-Wheelers,AMPERE,4431,2022,Q4
2022-02-01,2-Wheelers,ATHER,2232,2022,Q4
2022-02-01,2-Wheelers,PURE EV,1428,2022,Q4
2022-02-01,2-Wheelers,OLA ELECTRIC,3911,2022,Q4
2022-02-01,2-Wheelers,TVS,1560,2022,Q4
2022-02-01,2-Wheelers,REVOLT,1128,2022,Q4
2022-02-01,2-Wheelers,BAJAJ,1372,2022,Q4
2022-02-01,2-Wheelers,BEING,1149,2022,Q4
2022-02-01,2-Wheelers,JITENDRA,583,2022,Q4
2022-02-01,2-Wheelers,OTHERS,4033,2022,Q4
2023-02-01,2-Wheelers,OLA ELECTRIC,17762,2023,Q4
2023-02-01,2-Wheelers,OKINAWA,3848,2023,Q4
2023-02-01,2-Wheelers,HERO ELECTRIC,5863,2023,Q4
2023-02-01,2-Wheelers,AMPERE,6003,2023,Q4
2023-02-01,2-Wheelers,TVS,12671,2023,Q4
2023-02-01,2-Wheelers,ATHER,10069,2023,Q4
2023-02-01,2-Wheelers,BAJAJ,2537,2023,Q4
2023-02-01,2-Wheelers,OKAYA EV,1232,2023,Q4
2023-02-01,2-Wheelers,REVOLT,79,2023,Q4
2023-02-01,2-Wheelers,PURE EV,488,2023,Q4
2023-02-01,2-Wheelers,BEING,337,2023,Q4
2023-02-01,2-Wheelers,JITENDRA,308,2023,Q4
2023-02-01,2-Wheelers,OTHERS,4874,2023,Q4
2024-02-01,2-Wheelers,OLA ELECTRIC,33967,2024,Q4
2024-02-01,2-Wheelers,TVS,14431,2024,Q4
2024-02-01,2-Wheelers,ATHER,8957,2024,Q4
2024-02-01,2-Wheelers,BAJAJ,11603,2024,Q4
2024-02-01,2-Wheelers,AMPERE,2577,2024,Q4
2024-02-01,2-Wheelers,OKINAWA,652,2024,Q4
2024-02-01,2-Wheelers,HERO ELECTRIC,323,2024,Q4
2024-02-01,2-Wheelers,OKAYA EV,649,2024,Q4
2024-02-01,2-Wheelers,BGAUSS,1334,2024,Q4
2024-02-01,2-Wheelers,BATTRE ELECTRIC,219,2024,Q4
2024-02-01,2-Wheelers,KINETIC GREEN,624,2024,Q4
2024-02-01,2-Wheelers,REVOLT,473,2024,Q4
2024-02-01,2-Wheelers,OTHERS,6154,2024,Q4
2022-03-01,2-Wheelers,HERO ELECTRIC,13652,2022,Q4
2022-03-01,2-Wheelers,OKINAWA,8586,2022,Q4
2022-03-01,2-Wheelers,AMPERE,6666,2022,Q4
2022-03-01,2-Wheelers,ATHER,2232,2022,Q4
2022-03-01,2-Wheelers,PURE EV,2065,2022,Q4
2022-03-01,2-Wheelers,OLA ELECTRIC,9143,2022,Q4
2022-03-01,2-Wheelers,TVS,2391,2022,Q4
2022-03-01,2-Wheelers,REVOLT,1413,2022,Q4
2022-03-01,2-Wheelers,BAJAJ,855,2022,Q4
2022-03-01,2-Wheelers,BEING,1013,2022,Q4
2022-03-01,2-Wheelers,JITENDRA,1052,2022,Q4
2022-03-01,2-Wheelers,OTHERS,5330,2022,Q4
2023-03-01,2-Wheelers,OLA ELECTRIC,22398,2023,Q4
2023-03-01,2-Wheelers,OKINAWA,4509,2023,Q4
2023-03-01,2-Wheelers,HERO ELECTRIC,6661,2023,Q4
2023-03-01,2-Wheelers,AMPERE,9736,2023,Q4
2023-03-01,2-Wheelers,TVS,16896,2023,Q4
2023-03-01,2-Wheelers,ATHER,12180,2023,Q4
2023-03-01,2-Wheelers,BAJAJ,4552,2023,Q4
2023-03-01,2-Wheelers,OKAYA EV,1765,2023,Q4
2023-03-01,2-Wheelers,REVOLT,1140,2023,Q4
2023-03-01,2-Wheelers,PURE EV,584,2023,Q4
2023-03-01,2-Wheelers,BEING,446,2023,Q4
2023-03-01,2-Wheelers,JITENDRA,350,2023,Q4
2023-03-01,2-Wheelers,OTHERS,5089,2023,Q4
2024-03-01,2-Wheelers,OLA ELECTRIC,44630,2024,Q4
2024-03-01,2-Wheelers,TVS,26158,2024,Q4
2024-03-01,2-Wheelers,ATHER,17012,2024,Q4
2024-03-01,2-Wheelers,BAJAJ,17716,2024,Q4
2024-03-01,2-Wheelers,AMPERE,3108,2024,Q4
2024-03-01,2-Wheelers,OKINAWA,673,2024,Q4
2024-03-01,2-Wheelers,HERO ELECTRIC,316,2024,Q4
2024-03-01,2-Wheelers,OKAYA EV,1218,2024,Q4
2024-03-01,2-Wheelers,BGAUSS,3070,2024,Q4
2024-03-01,2-Wheelers,BATTRE ELECTRIC,625,2024,Q4
2024-03-01,2-Wheelers,KINETIC GREEN,3915,2024,Q4
2024-03-01,2-Wheelers,REVOLT,585,2024,Q4
2024-03-01,2-Wheelers,OTHERS,10579,2024,Q4
